Unnamed: 0,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
783,Male,38,Yes,2.0,Entertainment,No,0.0,Average,Solar,A
784,Female,31,No,5.0,Healthcare,Yes,8.0,Low,Solar,D
785,Male,33,No,2.0,Doctor,Yes,0.0,Low,Solar,A
786,Male,50,No,2.0,Artist,Yes,0.0,Low,Solar,C
787,Male,52,Yes,3.0,Executive,Yes,1.0,High,Solar,C
788,Female,39,Yes,2.0,Artist,Yes,0.0,Average,Biomass,C
789,Male,73,Yes,2.0,Executive,Yes,0.0,High,Solar,C
790,Male,46,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
791,Male,50,Yes,2.0,Artist,Yes,0.0,Low,Not Interested,B
792,Male,30,No,6.0,Healthcare,No,0.0,Low,Solar,D
793,Female,60,Yes,2.0,Doctor,Yes,0.0,Average,Solar,C
794,Female,39,Yes,2.0,Homemaker,Yes,9.0,Average,Solar,B
795,Female,59,Yes,2.0,Artist,Yes,1.0,Average,Geothermal,C
796,Female,51,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
797,Female,40,Yes,2.0,Artist,Yes,5.0,Average,Biomass,C
798,Male,23,No,3.0,Healthcare,No,1.0,Low,Solar,D
799,Male,53,Yes,4.0,Artist,Yes,4.0,Average,Biomass,C
800,Male,32,No,5.0,Healthcare,No,7.0,Low,Solar,D
801,Male,52,Yes,4.0,Executive,Yes,0.0,High,Solar,C
802,Female,31,No,1.0,Engineer,Yes,0.0,Low,Solar,A
803,Male,30,No,4.0,Healthcare,Yes,3.0,Low,Solar,D
804,Male,25,No,3.0,Healthcare,Yes,8.0,Low,Not Interested,D
805,Male,40,Yes,4.0,Executive,Yes,1.0,High,Solar,C
806,Female,27,No,4.0,Healthcare,Yes,4.0,Low,Solar,D
807,Male,61,Yes,2.0,Artist,Yes,0.0,Low,Solar,B
808,Female,33,No,1.0,Engineer,Yes,1.0,Low,Hydro,A
809,Male,28,No,4.0,Doctor,Yes,1.0,Low,Hydro,D
810,Female,48,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
811,Female,73,Yes,2.0,Artist,Yes,0.0,High,Solar,C
812,Male,36,Yes,2.0,Artist,No,0.0,Average,Geothermal,B
813,Female,32,No,4.0,Healthcare,No,0.0,Low,Solar,D
814,Male,82,Yes,2.0,Lawyer,No,0.0,High,Solar,A
815,Male,28,No,3.0,Artist,Yes,1.0,Low,Hydro,A
816,Female,42,No,3.0,Artist,Yes,8.0,Low,Biomass,B
817,Female,60,Yes,9.0,Lawyer,Yes,6.0,High,Solar,C
818,Female,46,No,1.0,Artist,Yes,1.0,Low,Hydro,A
819,Male,31,No,3.0,Doctor,No,0.0,Low,Solar,D
820,Female,50,Yes,1.0,Artist,Yes,1.0,Low,Not Interested,B
821,Female,30,No,1.0,Engineer,Yes,3.0,Low,Hydro,A
822,Female,49,No,3.0,Artist,Yes,1.0,Low,Solar,C
823,Female,51,Yes,6.0,Doctor,Yes,0.0,Average,Hydro,C
824,Female,46,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
825,Male,53,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
826,Male,65,Yes,2.0,Artist,Yes,0.0,High,Solar,C
827,Female,22,No,5.0,Healthcare,No,0.0,Low,Solar,D
828,Male,65,Yes,3.0,Doctor,Yes,1.0,Average,Solar,C
829,Female,39,Yes,2.0,Engineer,Yes,0.0,Average,Hydro,B
830,Male,84,Yes,2.0,Artist,Yes,0.0,High,Solar,C
831,Male,37,No,1.0,Artist,Yes,0.0,Low,Solar,A
832,Male,28,Yes,2.0,Doctor,Yes,8.0,Average,Solar,C
833,Female,82,Yes,2.0,Lawyer,No,0.0,High,Solar,B
834,Female,87,Yes,2.0,Lawyer,Yes,0.0,High,Solar,C
835,Female,69,No,5.0,Lawyer,Yes,1.0,Low,Solar,C
836,Female,51,Yes,5.0,Artist,Yes,1.0,High,Solar,C
837,Female,74,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
838,Female,79,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
839,Female,21,No,1.0,Lawyer,No,9.0,Low,Solar,D
840,Female,20,No,5.0,Healthcare,No,5.0,Low,Biomass,D
841,Female,43,No,1.0,Doctor,Yes,3.0,Low,Biomass,A
842,Female,25,No,3.0,Healthcare,No,1.0,Low,Solar,D
843,Male,43,No,4.0,Artist,Yes,0.0,Low,Solar,C
844,Female,42,No,1.0,Artist,Yes,1.0,Low,Solar,A
845,Male,25,No,4.0,Doctor,Yes,10.0,Low,Solar,D
846,Male,59,Yes,1.0,Artist,Yes,0.0,Low,Wind,B
847,Female,49,No,5.0,Marketing,Yes,0.0,Low,Solar,C
848,Female,32,No,4.0,Doctor,No,1.0,Low,Solar,D
849,Male,36,Yes,2.0,Artist,Yes,8.0,High,Solar,C
850,Male,45,Yes,3.0,Marketing,Yes,9.0,Low,Solar,D
851,Male,29,No,3.0,Healthcare,Yes,1.0,Low,Solar,D
852,Male,37,Yes,2.0,Artist,Yes,0.0,Low,Solar,A
853,Female,48,Yes,4.0,Doctor,Yes,1.0,Average,Solar,C
854,Female,65,No,2.0,Artist,Yes,0.0,Low,Biomass,B
855,Male,39,No,2.0,Marketing,No,1.0,Low,Solar,D
856,Male,25,No,7.0,Entertainment,No,1.0,Low,Hydro,D
857,Female,49,Yes,5.0,Artist,No,5.0,Low,Solar,C
858,Female,77,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
859,Female,38,No,1.0,Artist,Yes,9.0,Low,Solar,A
860,Male,19,No,6.0,Marketing,Yes,0.0,Low,Hydro,D
861,Female,76,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
862,Male,28,No,4.0,Doctor,Yes,0.0,Low,Solar,D
863,Male,51,Yes,3.0,Doctor,Yes,1.0,Average,Wind,C
864,Female,28,No,5.0,Doctor,Yes,0.0,Low,Not Interested,A
865,Female,42,No,1.0,Healthcare,Yes,0.0,Low,Biomass,D
866,Male,45,Yes,1.0,Artist,Yes,1.0,Low,Solar,A
867,Male,63,Yes,3.0,Executive,Yes,6.0,High,Solar,C
868,Female,18,No,6.0,Doctor,No,0.0,Low,Solar,D
869,Male,26,No,4.0,Artist,Yes,7.0,Low,Solar,A
870,Male,31,Yes,2.0,Artist,Yes,1.0,Average,Biomass,C
871,Male,43,No,4.0,Entertainment,Yes,5.0,Low,Biomass,A
872,Female,60,Yes,2.0,Artist,Yes,7.0,Low,Solar,C
873,Female,36,No,1.0,Artist,Yes,0.0,Low,Solar,A
874,Male,32,No,4.0,Healthcare,No,1.0,Low,Biomass,D
875,Male,68,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
876,Male,60,Yes,1.0,Entertainment,Yes,1.0,Low,Solar,A
877,Female,42,No,1.0,Artist,Yes,0.0,Low,Hydro,A
878,Female,18,No,5.0,Healthcare,No,6.0,Low,Solar,D
879,Male,69,Yes,2.0,Lawyer,No,0.0,High,Solar,A
880,Female,42,No,2.0,Doctor,Yes,0.0,Low,Solar,A
881,Female,70,Yes,1.0,Artist,Yes,1.0,Low,Solar,B
882,Male,25,No,3.0,Healthcare,Yes,1.0,Low,Solar,D
883,Male,56,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,C
884,Female,40,No,1.0,Artist,Yes,9.0,Low,Solar,A
885,Male,23,No,6.0,Healthcare,No,1.0,Low,Solar,D
886,Female,20,No,4.0,Marketing,No,3.0,Low,Not Interested,D
887,Female,39,No,1.0,Entertainment,Yes,2.0,Low,Solar,A
888,Female,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
889,Male,28,No,2.0,Entertainment,Yes,1.0,Low,Geothermal,A
890,Male,40,Yes,2.0,Engineer,No,1.0,Average,Solar,A
891,Female,60,Yes,4.0,Engineer,Yes,1.0,Average,Biomass,B
892,Male,33,No,4.0,Healthcare,No,3.0,Low,Solar,D
893,Male,20,Yes,2.0,Doctor,No,14.0,Low,Solar,D
894,Female,35,No,4.0,Artist,No,7.0,Low,Solar,A
895,Male,27,No,5.0,Doctor,Yes,0.0,Low,Solar,D
896,Female,42,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
897,Male,30,Yes,4.0,Marketing,No,0.0,Low,Hydro,D
898,Female,56,Yes,2.0,Executive,Yes,0.0,Average,Solar,C
899,Male,28,Yes,2.0,Entertainment,Yes,0.0,Average,Solar,A
900,Female,38,Yes,2.0,Artist,Yes,6.0,Average,Solar,C
901,Male,26,No,1.0,Entertainment,Yes,9.0,Low,Biomass,A
902,Male,36,No,1.0,Engineer,No,0.0,Low,Solar,D
903,Male,56,No,1.0,Entertainment,No,0.0,Low,Solar,A
904,Male,26,No,1.0,Entertainment,Yes,0.0,Low,Solar,A
905,Male,28,No,4.0,Artist,Yes,4.0,Low,Solar,C
906,Male,32,No,5.0,Healthcare,No,0.0,Low,Solar,D
907,Female,52,No,1.0,Artist,Yes,4.0,Low,Solar,C
908,Female,23,No,4.0,Healthcare,No,0.0,Low,Solar,D
909,Male,23,No,5.0,Healthcare,No,1.0,Low,Hydro,D
910,Male,50,Yes,2.0,Artist,Yes,0.0,Low,Solar,B
911,Male,26,Yes,2.0,Artist,Yes,1.0,Low,Solar,A
912,Male,40,Yes,2.0,Entertainment,Yes,8.0,Low,Solar,A
913,Female,53,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
914,Male,63,Yes,3.0,Artist,Yes,0.0,Average,Not Interested,C
915,Male,62,Yes,3.0,Executive,Yes,0.0,High,Solar,C
916,Female,38,No,1.0,Artist,Yes,1.0,Low,Solar,A
917,Female,57,Yes,2.0,Artist,No,1.0,Average,Biomass,C
918,Female,43,No,1.0,Artist,Yes,9.0,Low,Solar,A
919,Male,21,No,3.0,Marketing,No,1.0,Low,Hydro,D
920,Male,22,No,5.0,Healthcare,No,0.0,Low,Solar,D
921,Male,68,Yes,1.0,Artist,Yes,1.0,Low,Solar,B
922,Female,28,No,1.0,Healthcare,Yes,0.0,Low,Solar,D
923,Male,33,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
924,Female,38,No,1.0,Artist,Yes,8.0,Low,Solar,A
925,Male,23,No,5.0,Healthcare,No,0.0,Low,Hydro,D
926,Female,41,No,1.0,Healthcare,Yes,1.0,Low,Solar,D
927,Female,41,No,1.0,Homemaker,Yes,1.0,Low,Hydro,A
928,Female,39,No,1.0,Doctor,Yes,4.0,Low,Solar,A
929,Female,49,Yes,2.0,Entertainment,No,9.0,High,Solar,A
930,Female,33,Yes,2.0,Homemaker,Yes,1.0,Average,Solar,B
931,Male,79,Yes,1.0,Lawyer,No,0.0,Low,Solar,A
932,Male,38,Yes,4.0,Artist,Yes,6.0,Average,Solar,C
933,Male,21,No,4.0,Healthcare,No,1.0,Low,Solar,D
934,Female,68,Yes,2.0,Doctor,Yes,0.0,Average,Solar,C
935,Male,31,No,3.0,Artist,Yes,0.0,Low,Solar,A
936,Male,46,Yes,3.0,Artist,No,1.0,Low,Wind,A
937,Male,35,Yes,2.0,Artist,Yes,9.0,Average,Solar,C
938,Female,42,No,3.0,Artist,Yes,8.0,Low,Biomass,B
939,Male,87,Yes,1.0,Lawyer,No,0.0,Low,Solar,A
940,Female,38,No,1.0,Artist,Yes,8.0,Low,Solar,A
941,Female,88,Yes,1.0,Lawyer,No,2.0,High,Solar,A
942,Female,42,No,1.0,Artist,Yes,9.0,Low,Solar,A
943,Female,26,Yes,2.0,Artist,Yes,4.0,Average,Wind,C
944,Male,35,Yes,3.0,Executive,Yes,0.0,High,Solar,B
945,Female,41,Yes,2.0,Engineer,No,3.0,High,Solar,A
946,Male,37,Yes,2.0,Doctor,Yes,1.0,Average,Tidal,C
947,Female,41,Yes,4.0,Engineer,Yes,8.0,Average,Hydro,B
948,Male,35,No,5.0,Artist,Yes,6.0,Low,Biomass,C
949,Female,33,No,9.0,Marketing,Yes,0.0,Low,Not Interested,C
950,Female,61,Yes,4.0,Engineer,Yes,2.0,Average,Biomass,B
951,Female,19,No,3.0,Doctor,No,1.0,Low,Tidal,D
952,Female,50,No,1.0,Artist,Yes,4.0,Low,Solar,A
953,Female,48,Yes,4.0,Engineer,No,0.0,Average,Hydro,B
954,Male,57,Yes,3.0,Marketing,No,1.0,Average,Hydro,D
955,Female,72,Yes,3.0,Engineer,No,1.0,Average,Hydro,B
956,Female,39,No,2.0,Engineer,No,4.0,Low,Wind,A
957,Female,49,Yes,3.0,Doctor,Yes,0.0,Low,Hydro,A
958,Female,41,No,4.0,Entertainment,Yes,0.0,Low,Hydro,A
959,Male,65,Yes,7.0,Executive,No,2.0,High,Hydro,B
960,Female,22,No,3.0,Marketing,No,0.0,Low,Hydro,D
961,Female,23,No,4.0,Healthcare,No,0.0,Low,Hydro,D
962,Female,41,Yes,1.0,Artist,No,0.0,Low,Hydro,A
963,Female,42,Yes,3.0,Engineer,Yes,0.0,Low,Hydro,A
964,Male,18,No,3.0,Healthcare,No,0.0,Low,Hydro,D
965,Male,49,Yes,2.0,Doctor,No,1.0,Low,Hydro,A
966,Female,40,Yes,2.0,Doctor,No,0.0,Low,Hydro,A
967,Male,50,Yes,5.0,Executive,No,1.0,Average,Hydro,B
968,Female,19,No,3.0,Healthcare,No,6.0,Low,Hydro,D
969,Male,22,No,6.0,Healthcare,No,0.0,Low,Hydro,D
970,Male,23,No,8.0,Artist,No,1.0,Low,Hydro,D
971,Male,27,No,6.0,Artist,Yes,4.0,Low,Hydro,A
972,Male,55,Yes,8.0,Executive,No,0.0,High,Hydro,B
973,Male,32,Yes,6.0,Artist,No,1.0,Average,Hydro,B
974,Male,57,Yes,2.0,Entertainment,No,1.0,Low,Wind,A
975,Male,80,Yes,2.0,Lawyer,No,0.0,High,Solar,A
976,Male,43,Yes,4.0,Executive,No,0.0,Low,Solar,D
977,Female,79,Yes,2.0,Lawyer,No,1.0,High,Solar,A
978,Male,25,No,3.0,Entertainment,No,1.0,Low,Solar,D
979,Female,58,Yes,4.0,Homemaker,Yes,0.0,Average,Solar,C
980,Female,78,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
981,Male,76,Yes,2.0,Lawyer,Yes,1.0,Low,Solar,A
982,Male,27,No,3.0,Healthcare,No,1.0,Low,Solar,D
983,Male,47,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
984,Male,43,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
985,Male,31,No,4.0,Healthcare,Yes,1.0,Low,Solar,D
986,Male,27,No,7.0,Healthcare,No,0.0,Low,Solar,D
987,Male,31,No,4.0,Healthcare,Yes,0.0,Low,Solar,D
988,Male,46,Yes,2.0,Artist,Yes,1.0,Low,Solar,B
989,Male,48,Yes,4.0,Executive,Yes,1.0,Average,Solar,C
990,Male,51,Yes,2.0,Doctor,Yes,1.0,Low,Solar,A
991,Male,57,Yes,2.0,Doctor,No,0.0,Average,Solar,C
992,Female,30,No,1.0,Doctor,Yes,0.0,Low,Solar,A
993,Female,37,No,3.0,Marketing,Yes,1.0,Low,Solar,D
994,Female,31,No,2.0,Artist,Yes,14.0,Low,Solar,A
995,Male,49,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
996,Male,56,Yes,4.0,Artist,Yes,1.0,Low,Hydro,B
997,Male,83,Yes,2.0,Lawyer,No,8.0,High,Solar,A
998,Male,32,No,1.0,Healthcare,Yes,1.0,Low,Solar,D
999,Male,63,Yes,4.0,Artist,Yes,5.0,Average,Solar,C
1000,Female,71,Yes,2.0,Doctor,Yes,1.0,Average,Solar,C
1001,Male,50,Yes,4.0,Artist,No,0.0,Low,Solar,B
1002,Male,31,No,5.0,Artist,Yes,4.0,Low,Solar,C
1003,Male,60,Yes,6.0,Entertainment,No,0.0,Average,Solar,C
1004,Female,71,Yes,2.0,Lawyer,Yes,8.0,High,Solar,C
1005,Male,49,Yes,6.0,Doctor,Yes,0.0,Average,Hydro,C
1006,Male,74,Yes,1.0,Lawyer,Yes,9.0,Low,Solar,A
1007,Male,51,Yes,6.0,Artist,Yes,1.0,Average,Solar,C
1008,Male,61,Yes,2.0,Entertainment,No,0.0,Low,Solar,A
1009,Male,46,No,3.0,Engineer,Yes,0.0,Low,Solar,A
1010,Male,39,Yes,2.0,Doctor,No,2.0,Average,Solar,B
1011,Male,85,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
1012,Female,31,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
1013,Male,39,Yes,3.0,Executive,Yes,4.0,High,Solar,C
1014,Female,48,Yes,2.0,Doctor,No,1.0,High,Solar,B
1015,Male,71,Yes,2.0,Lawyer,Yes,0.0,High,Solar,B
1016,Female,31,No,1.0,Healthcare,Yes,1.0,Low,Not Interested,D
1017,Female,32,No,5.0,Healthcare,Yes,0.0,Low,Solar,D
1018,Female,55,Yes,1.0,Engineer,No,0.0,Low,Solar,A
1019,Male,46,Yes,2.0,Artist,Yes,0.0,High,Solar,C
1020,Male,53,Yes,2.0,Doctor,Yes,1.0,Average,Solar,C
1021,Male,50,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
1022,Male,45,No,1.0,Artist,Yes,1.0,Low,Solar,A
1023,Male,33,Yes,2.0,Executive,No,1.0,Average,Hydro,D
1024,Female,29,Yes,2.0,Engineer,No,5.0,Low,Solar,D
1025,Male,35,No,1.0,Artist,Yes,8.0,Low,Solar,A
1026,Male,25,No,1.0,Doctor,No,1.0,Low,Solar,D
1027,Male,26,No,3.0,Healthcare,Yes,0.0,Low,Solar,D
1028,Male,48,No,2.0,Artist,Yes,1.0,Low,Solar,C
1029,Male,66,Yes,3.0,Lawyer,No,0.0,High,Solar,A
1030,Female,38,Yes,3.0,Artist,No,0.0,Low,Solar,A
1031,Male,65,Yes,3.0,Entertainment,Yes,2.0,Average,Solar,C
1032,Male,87,Yes,1.0,Lawyer,No,1.0,Low,Solar,A
1033,Male,20,No,3.0,Healthcare,No,1.0,Low,Solar,D
1034,Male,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
1035,Male,22,No,4.0,Healthcare,No,9.0,Low,Solar,D
1036,Male,18,No,2.0,Healthcare,No,0.0,Low,Solar,D
1037,Male,18,No,9.0,Marketing,No,1.0,Low,Solar,D
1038,Male,19,No,2.0,Healthcare,No,0.0,Low,Hydro,D
1039,Male,19,No,3.0,Healthcare,No,1.0,Low,Biomass,D
1040,Male,22,No,8.0,Healthcare,No,0.0,Low,Solar,D
1041,Male,31,No,4.0,Healthcare,No,4.0,Low,Solar,D
1042,Male,63,Yes,2.0,Artist,No,0.0,Average,Solar,C
1043,Male,43,No,1.0,Artist,Yes,1.0,Low,Solar,A
1044,Male,73,No,2.0,Engineer,No,0.0,Low,Hydro,A
1045,Female,39,Yes,2.0,Engineer,No,0.0,Low,Solar,A
1046,Male,31,No,5.0,Healthcare,Yes,1.0,Low,Solar,D
1047,Male,31,No,5.0,Artist,Yes,0.0,Low,Solar,C
1048,Male,43,Yes,4.0,Artist,No,0.0,Average,Biomass,C
1049,Male,52,Yes,3.0,Artist,No,0.0,Average,Solar,C
1050,Female,63,Yes,3.0,Doctor,Yes,0.0,Average,Solar,C
1051,Male,51,Yes,4.0,Executive,Yes,1.0,High,Solar,C
1052,Male,35,Yes,7.0,Healthcare,Yes,1.0,Low,Hydro,D
1053,Female,32,Yes,2.0,Entertainment,No,1.0,Average,Hydro,A
1054,Female,39,Yes,4.0,Homemaker,Yes,9.0,High,Solar,B
1055,Female,25,No,6.0,Healthcare,No,1.0,Low,Geothermal,D
1056,Male,20,No,5.0,Healthcare,No,0.0,Low,Hydro,D
1057,Female,33,No,1.0,Homemaker,No,9.0,Low,Solar,D
1058,Male,36,Yes,5.0,Executive,No,0.0,Average,Hydro,B
1059,Female,35,Yes,2.0,Doctor,Yes,1.0,Low,Solar,A
1060,Female,42,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
1061,Female,52,Yes,5.0,Artist,Yes,2.0,Average,Solar,C
1062,Female,42,Yes,2.0,Engineer,Yes,1.0,Low,Solar,A
1063,Female,57,Yes,2.0,Homemaker,No,1.0,High,Solar,B
1064,Female,30,No,3.0,Entertainment,Yes,1.0,Low,Solar,A
1065,Female,73,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
1066,Male,66,Yes,2.0,Engineer,Yes,3.0,High,Solar,B
1067,Female,62,Yes,5.0,Artist,Yes,9.0,Average,Biomass,C
1068,Female,36,Yes,1.0,Artist,Yes,4.0,Low,Wind,A
1069,Male,33,No,3.0,Engineer,No,0.0,Low,Hydro,D
1070,Male,28,No,8.0,Healthcare,No,0.0,Low,Hydro,D
1071,Female,48,Yes,2.0,Artist,Yes,3.0,Average,Solar,C
1072,Female,53,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
1073,Female,27,Yes,2.0,Doctor,No,1.0,Low,Wind,D
1074,Female,71,Yes,2.0,Marketing,No,0.0,High,Hydro,A
1075,Male,35,Yes,2.0,Artist,Yes,9.0,Average,Hydro,B
1076,Female,41,No,1.0,Artist,Yes,0.0,Low,Hydro,A
1077,Female,39,Yes,4.0,Entertainment,No,0.0,Low,Hydro,A
1078,Female,79,Yes,2.0,Lawyer,No,1.0,High,Hydro,A
1079,Female,29,No,8.0,Engineer,No,9.0,Low,Hydro,D
1080,Female,33,No,7.0,Artist,Yes,7.0,Low,Hydro,A
1081,Female,31,No,2.0,Healthcare,No,0.0,Low,Hydro,D
1082,Male,25,Yes,3.0,Engineer,No,4.0,Average,Hydro,A
1083,Female,43,Yes,3.0,Engineer,No,2.0,Average,Hydro,A
1084,Female,52,Yes,1.0,Doctor,No,4.0,Low,Hydro,A
1085,Male,41,Yes,7.0,Executive,No,0.0,High,Hydro,D
1086,Female,27,Yes,6.0,Doctor,No,1.0,High,Hydro,A
1087,Female,39,Yes,5.0,Engineer,No,1.0,Average,Hydro,B
1088,Male,32,No,7.0,Doctor,No,3.0,Low,Hydro,D
1089,Male,19,No,5.0,Healthcare,No,1.0,Low,Hydro,D
1090,Male,58,Yes,2.0,Artist,No,1.0,High,Hydro,B
1091,Male,30,No,3.0,Artist,Yes,1.0,Low,Hydro,A
1092,Female,31,No,6.0,Engineer,Yes,0.0,Low,Hydro,A
1093,Female,43,Yes,4.0,Engineer,No,1.0,Average,Hydro,B
1094,Female,63,Yes,6.0,Marketing,No,1.0,Average,Hydro,C
1095,Female,37,Yes,3.0,Engineer,Yes,1.0,Average,Hydro,B
1096,Male,37,Yes,6.0,Artist,No,0.0,Average,Hydro,B
1097,Female,31,Yes,2.0,Homemaker,Yes,9.0,Average,Solar,B
1098,Female,38,No,1.0,Artist,Yes,4.0,Low,Solar,A
1099,Female,41,Yes,6.0,Entertainment,Yes,1.0,High,Solar,C
1100,Female,45,Yes,3.0,Artist,Yes,3.0,Average,Solar,C
1101,Male,35,Yes,4.0,Doctor,Yes,1.0,Average,Solar,C
1102,Female,43,Yes,5.0,Engineer,No,1.0,Low,Tidal,D
1103,Female,33,No,3.0,Healthcare,No,1.0,Low,Hydro,D
1104,Male,26,No,3.0,Homemaker,No,14.0,Low,Wind,D
1105,Female,39,Yes,2.0,Artist,No,1.0,Average,Solar,C
1106,Male,49,Yes,2.0,Artist,No,1.0,High,Solar,B
1107,Male,47,Yes,2.0,Artist,No,0.0,Average,Solar,C
1108,Male,53,Yes,4.0,Entertainment,No,1.0,Average,Hydro,A
1109,Male,52,Yes,5.0,Executive,Yes,5.0,High,Solar,C
1110,Female,66,Yes,2.0,Lawyer,No,0.0,Average,Solar,C
1111,Male,26,No,2.0,Entertainment,No,6.0,Low,Hydro,D
1112,Male,38,Yes,5.0,Marketing,Yes,1.0,Low,Solar,D
1113,Female,25,No,4.0,Homemaker,No,1.0,Low,Solar,D
1114,Female,53,Yes,2.0,Artist,No,8.0,Average,Solar,C
1115,Female,87,Yes,2.0,Lawyer,No,0.0,High,Solar,B
1116,Male,28,No,2.0,Healthcare,No,1.0,Low,Solar,D
1117,Female,37,Yes,3.0,Artist,Yes,7.0,High,Solar,C
1118,Female,42,Yes,1.0,Artist,Yes,1.0,Low,Solar,B
1119,Female,25,Yes,2.0,Artist,No,1.0,Average,Tidal,C
1120,Female,33,Yes,3.0,Engineer,No,6.0,Low,Solar,D
1121,Female,33,No,3.0,Healthcare,Yes,1.0,Low,Biomass,D
1122,Male,46,Yes,2.0,Artist,Yes,1.0,Low,Solar,B
1123,Male,33,No,4.0,Healthcare,No,2.0,Low,Wind,D
1124,Male,26,No,3.0,Entertainment,No,1.0,Low,Solar,D
1125,Male,32,No,4.0,Doctor,No,6.0,Low,Solar,D
1126,Female,25,No,1.0,Healthcare,No,1.0,Low,Solar,D
1127,Female,18,No,2.0,Healthcare,No,1.0,Low,Solar,D
1128,Female,22,No,4.0,Engineer,No,0.0,Low,Solar,D
1129,Male,19,No,4.0,Healthcare,No,2.0,Low,Solar,D
1130,Male,46,Yes,4.0,Artist,Yes,0.0,High,Solar,C
1131,Male,19,No,4.0,Healthcare,No,4.0,Low,Solar,D
1132,Male,45,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
1133,Female,52,Yes,3.0,Engineer,Yes,1.0,Average,Solar,B
1134,Female,42,Yes,5.0,Engineer,Yes,1.0,Average,Wind,B
1135,Male,47,Yes,3.0,Entertainment,No,1.0,Average,Wind,A
1136,Male,45,Yes,4.0,Homemaker,No,1.0,Average,Solar,B
1137,Male,32,No,2.0,Healthcare,No,1.0,Low,Geothermal,D
1138,Male,41,Yes,3.0,Executive,No,5.0,High,Hydro,D
1139,Female,28,No,1.0,Homemaker,Yes,1.0,Low,Solar,D
1140,Male,37,Yes,4.0,Executive,No,9.0,High,Solar,D
1141,Female,20,Yes,2.0,Engineer,No,8.0,Average,Geothermal,A
1142,Female,73,Yes,1.0,Lawyer,Yes,3.0,Low,Solar,A
1143,Male,51,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
1144,Male,18,Yes,4.0,Engineer,Yes,1.0,Average,Solar,B
1145,Male,42,Yes,3.0,Engineer,No,1.0,Average,Hydro,A
1146,Male,20,No,3.0,Healthcare,No,1.0,Low,Wind,D
1147,Female,23,No,3.0,Doctor,No,0.0,Low,Wind,D
1148,Male,31,Yes,2.0,Homemaker,Yes,2.0,Low,Tidal,D
1149,Female,33,Yes,3.0,Homemaker,Yes,1.0,Low,Geothermal,A
1150,Male,21,No,6.0,Healthcare,No,9.0,Low,Solar,D
1151,Male,51,Yes,7.0,Doctor,Yes,5.0,Average,Solar,C
1152,Male,47,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
1153,Male,20,No,4.0,Healthcare,No,0.0,Low,Solar,D
1154,Male,21,No,2.0,Healthcare,No,0.0,Low,Solar,D
1155,Male,22,No,3.0,Healthcare,No,1.0,Low,Solar,D
1156,Female,32,No,4.0,Engineer,Yes,9.0,Low,Solar,A
1157,Female,30,No,1.0,Healthcare,Yes,8.0,Low,Solar,D
1158,Male,61,Yes,1.0,Doctor,Yes,1.0,Low,Solar,A
1159,Male,43,Yes,4.0,Entertainment,No,0.0,Average,Hydro,A
1160,Male,25,No,1.0,Doctor,Yes,8.0,Low,Solar,D
1161,Male,46,Yes,3.0,Entertainment,No,0.0,Average,Solar,A
1162,Female,53,Yes,2.0,Engineer,No,12.0,Low,Wind,A
1163,Male,55,Yes,2.0,Doctor,Yes,0.0,High,Solar,C
1164,Female,42,Yes,3.0,Engineer,No,0.0,Low,Solar,A
1165,Female,26,No,1.0,Marketing,Yes,11.0,Low,Solar,D
1166,Male,29,No,3.0,Healthcare,No,0.0,Low,Solar,D
1167,Male,39,Yes,4.0,Artist,Yes,4.0,Average,Wind,C
1168,Male,38,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
1169,Male,69,Yes,2.0,Entertainment,Yes,1.0,Average,Solar,C
